location,reason,site_id,speed_limit,the_geom
Whitemud Dr WB between 170 - 178 St,Higher Frequency of Collisions;,7119,80,"MULTILINESTRING ((-113.61671326692803 53.512193569742756, -113.62042939161273 53.512192203522936, -113.62103121794729 53.51219200098841, -113.62444133267054 53.51219079593062, -113.62912618391283 53.51222031302609))"
EB 76 Ave Btwn 177 - 172 St,Designated Zone - Playground;,4203,30,"MULTILINESTRING ((-113.62848983616956 53.50929564714566, -113.62806089203765 53.50922760124812, -113.62750939100378 53.509127464861216, -113.62639215293628 53.50891639986376, -113.62594537872754 53.50883857765374, -113.62567176877074 53.50881016654571, -113.62534494538714 53.50880194588408, -113.6250412221421 53.50881539018202, -113.62468848706827 53.50885672341931, -113.62360582593557 53.50903700738984, -113.62320358368594 53.50910397473637, -113.62288678215522 53.50914746741675, -113.62255274515343 53.5091685934604, -113.62223375823368 53.509167496079456, -113.62195733686275 53.50914996852634, -113.62173851604975 53.509123001264896, -113.62144254354631 53.50907335034335, -113.62113903426867 53.508997024968586, -113.62086360936321 53.508902979396105, -113.62067192864444 53.50882520662242, -113.62043516638522 53.50870488359686, -113.6201920349193 53.508550522388155, -113.6200631694563 53.50844982624613, -113.61991489534462 53.508310023103675, -113.61977616529839 53.508145828819934, -113.61965012625136 53.50793710947551))"
EB Princess Elizabeth Ave between 106 - 102 St,Higher Frequency of Speeding;,2729,50,"MULTILINESTRING ((-113.4962530373922 53.56931179683337, -113.49866876033099 53.568261819395936, -113.4998588581212 53.56778012331034, -113.50207845689707 53.566824714948424))"
EB 37A Ave E of 28 - 23 St,Designated Zone - Playground;,4088,30,"MULTILINESTRING ((-113.3816591414967 53.47226315890775, -113.38163240301648 53.472263149053745, -113.38109346501446 53.47227636704639, -113.38053714370311 53.47231847649137, -113.37981732506854 53.47240546107947, -113.37912479528232 53.47251677928054, -113.37848725857154 53.47264443328974, -113.37815858675982 53.47271854607668, -113.37760387014013 53.472844218020654, -113.37738540909477 53.47288818970396, -113.3771709245512 53.47292110895471, -113.3768578131192 53.472952035351405, -113.37650889566581 53.47296226049085))"
Stony Plain Rd EB at 133 St,Higher Frequency of Collisions;,2681,50,"MULTILINESTRING ((-113.55295785388601 53.54567037562337, -113.55211468387446 53.545940382411494, -113.5512733140539 53.54621177295855, -113.55043260139168 53.54648121010385, -113.54960848131404 53.546745322124195))"
SB 44 St btwn Kulawy Dr - 41 Ave,Designated Zone - Playground;,4302,30,"MULTILINESTRING ((-113.40900164823793 53.47785236219898, -113.40883842321232 53.47767815371084, -113.40872115654761 53.47756220941919, -113.40855359258109 53.47742211923581, -113.40831568011107 53.477240329878086, -113.40753518290343 53.476701385542555))"
SB 66 St between Delwood Rd - 132 Ave,Higher Frequency of Speeding; Higher Frequency of Collisions;,2738,50,"MULTILINESTRING ((-113.44305145606369 53.59546911467363, -113.44305995961832 53.59407090344375, -113.44306530964519 53.593111717714315, -113.44307074101856 53.592276224855816))"
142 St NB btwn 104A-105 Ave,Higher Frequency of Speeding;,2445,50,"MULTILINESTRING ((-113.56575119707497 53.546731538301074, -113.56574821760007 53.54727584959322, -113.5657531767692 53.547775854640015))"
105 St NB between Rossdale Rd - 97 Ave,Higher Frequency of Collisions;,2675,50,"MULTILINESTRING ((-113.50108288244856 53.53064628292942, -113.50110241457496 53.53112153389121, -113.50108307611555 53.53247646332719, -113.50107090600571 53.53393076644656))"
EB 40 Ave between 111 - 107 St,Higher Frequency of Speeding;,2769,50,"MULTILINESTRING ((-113.51616985350302 53.4757028404514, -113.51560124263779 53.475706783314834, -113.51272881710764 53.47573454970352, -113.51198104546287 53.47573410264766, -113.5112277444345 53.47573679230664, -113.51048468180862 53.47573093382856, -113.50973701707329 53.475739116006956))"
WB 82 Ave between 91 - 95A St,Higher Frequency of Speeding;,2756,50,"MULTILINESTRING ((-113.4674350913052 53.51802627426598, -113.46747302049275 53.518029528122355, -113.4686311376075 53.51802784234422, -113.47015182275564 53.51802981853766, -113.47032128282989 53.51807735890581, -113.47164580923302 53.51807366633673, -113.47530911359605 53.518079501483555, -113.47562841029921 53.51808031368095, -113.47563726369765 53.51803917659683))"
SB 106 St Btwn 32A - 31 Ave,Designated Zone - Playground;,4151,30,"MULTILINESTRING ((-113.50389139000721 53.465437878216655, -113.50378774517117 53.46516567149693, -113.50366314830231 53.464896612652275, -113.50352080395518 53.46463072751192, -113.5033609276406 53.46436841409483, -113.50318324937632 53.464110249914654, -113.50298927906893 53.46385629688619, -113.5027786142195 53.46360712836758, -113.5025464628128 53.463367699940754))"
NB 54 St Btwn 121 - 122 Ave,Designated Zone - Playground;,4236,30,"MULTILINESTRING ((-113.42457681819732 53.57508098729971, -113.42456965708688 53.57671008739906))"
NB 106 St Btwn 56 - 60A Ave,Designated Zone - Playground;,4183,30,"MULTILINESTRING ((-113.50435483189938 53.49324289048025, -113.50437503828242 53.493730577982454, -113.50437997788423 53.49383551995994, -113.50439799269613 53.49421822291803, -113.50440871931167 53.495626424846236, -113.50440753786819 53.49631308218295))"
WB McConachie Dr Btwn 58 St - McConachie Way,Designated Zone - Playground;,4139,30,"MULTILINESTRING ((-113.42286126411527 53.631530943552846, -113.4230625032189 53.63158775204046, -113.42328922488771 53.63166049546199, -113.42346232812321 53.63172278481611, -113.42362884520739 53.63178871025628, -113.42377933243509 53.63185522955216, -113.4239297980833 53.63192447757406, -113.42410838620975 53.632016781057494, -113.42421650019342 53.6320775067089, -113.42437101070901 53.63217147049852, -113.42446390760954 53.6322325091448, -113.42465570491701 53.63236009108411, -113.42488352261812 53.63250804968303))"
Whitemud Dr. at 91 St,Higher Frequency of Collisions;,363,80,"MULTILINESTRING ((-113.4610136083661 53.48399519082041, -113.46171969416663 53.483851855239955, -113.46211025235534 53.483788980053035, -113.46383639958636 53.483505258008115, -113.46622374011812 53.48310058687891, -113.46664894021445 53.48302237480517, -113.46706233886107 53.4829454304549, -113.46727614130762 53.48290595959668, -113.46777725144001 53.4828210726759, -113.46858796429328 53.48268373473566, -113.46953884258937 53.48252264315539, -113.4703265516497 53.482389188358304, -113.47336457161178 53.48187548112916))"
SB 76 St south of 40 - 38 Ave,Designated Zone - Playground;,4117,30,"MULTILINESTRING ((-113.4510919055322 53.47604177902762, -113.4509879677021 53.47587492876155, -113.44986184289937 53.474217157096184, -113.44955637868586 53.47376229667625))"
EB 19A Ave btwn 61 - 56 St,Designated Zone - Playground;,4278,30,"MULTILINESTRING ((-113.43078648119285 53.45029545700484, -113.43061437482392 53.450368126781036, -113.43043409391001 53.450433354526, -113.43024654307717 53.45049081472402, -113.43005265956917 53.45054022065986, -113.4298534132333 53.4505813253179, -113.42975160614525 53.45059762382522, -113.42964979896779 53.450613923144125, -113.42944283369656 53.45063785093089, -113.42923355482502 53.450652990506015, -113.42815617928106 53.450707931094, -113.42692007588401 53.450770961089084))"
NB 105 St Btwn 19-20 Ave,Designated Zone - Playground;,4184,30,"MULTILINESTRING ((-113.50162807928065 53.448367289169084, -113.50086421805818 53.44881367031272, -113.5007556450165 53.44888103964358, -113.50065494303679 53.44895263381274, -113.50056257358 53.44902812587591, -113.50047895919224 53.449107170753436, -113.50040448347279 53.44918940792572, -113.50033948355765 53.44927446050264, -113.5002842575817 53.44936194064616, -113.500239060183 53.44945144775384, -113.5002041058392 53.449542540615504, -113.50017953762173 53.44963483433264, -113.5001654674281 53.44972790703056, -113.50016195900065 53.449821335731826, -113.50016902684166 53.449914660407, -113.50018663049339 53.4500074863929, -113.50021468648688 53.450099364028084, -113.50025638364357 53.4501966706344))"
51 Ave EB between 116 - 114 St,Higher Frequency of Speeding;,2587,50,"MULTILINESTRING ((-113.53173983471159 53.48822401498266, -113.53027949114357 53.4882205089425, -113.5288191156897 53.48821663088178, -113.52732854385985 53.48821309182853, -113.52588919133328 53.488209656490554, -113.52549502925446 53.48820871327899, -113.52401574161749 53.488205159735095))"
EB 111 Ave between 116 - 113 St,Higher Frequency of Collisions;,2725,60,"MULTILINESTRING ((-113.51580145422007 53.558826182805085, -113.5213131873162 53.55882323326139))"
EB Ellerslie Rd btwn James Mowatt Tr SW-Calgary Tr,Higher Frequency of Collisions;,7203,60,"MULTILINESTRING ((-113.5155378707773 53.42474521367633, -113.5140746899914 53.42475208613, -113.51130672947676 53.42475455920417, -113.50913126316625 53.424735326964516, -113.50892064461691 53.42473550899915, -113.50809522501754 53.42473857357153, -113.50698432272327 53.4247599508419, -113.50653054448385 53.424765070901124, -113.50598575528389 53.424775523571924, -113.50521156221467 53.42478901444565, -113.5046364755623 53.42479286539947, -113.50400826970342 53.42479306568529, -113.50299962318367 53.424793177363185, -113.50219598061865 53.424793259842616, -113.50136212850012 53.424793340203976, -113.49908423176926 53.42476023369016, -113.49846796922168 53.42475616311866, -113.49614315073781 53.42475653493349, -113.49595884031042 53.424749218047275, -113.49485609886119 53.4247492655233))"
EB 38 Ave btwn Grand Meadow Cres - W of 55 St,Designated Zone - Playground;,4040,30,"MULTILINESTRING ((-113.43108614407457 53.47409859992868, -113.43041317873887 53.473968733740115, -113.42975252827965 53.47381803512164, -113.42960913953152 53.47378008438198, -113.42910601497636 53.473646919153154, -113.42847497003841 53.47345635843778, -113.42788388780778 53.47325316785883, -113.42731026280362 53.47303288996536, -113.42602092805014 53.472511502341156, -113.42503660566678 53.472141489002354, -113.4240949464403 53.47182553338984))"
EB 139 Ave btwn 34 - 30 St,Designated Zone - Playground;,4060,30,"MULTILINESTRING ((-113.39368184960499 53.60277767387877, -113.39303368339051 53.602749017188216, -113.39257041902108 53.60277685230482, -113.3910378905457 53.603015065343904, -113.39073040352137 53.60303750897925, -113.39068863905347 53.60304055734975, -113.39064687609034 53.60304360571336, -113.39018662843513 53.60300494450942, -113.38988670550214 53.60295400825296, -113.38924721617315 53.60284539925983, -113.38814274479672 53.60278680667006))"
91 St SB between 63 - 58 Ave,Higher Frequency of Collisions;,7106,60,"MULTILINESTRING ((-113.46736387873668 53.49981429820265, -113.46736714167432 53.49951187334984, -113.46736518168969 53.497047786002646, -113.46734524365426 53.49391218447119))"
WB Griesbach Rd between Griesbach School Rd - 104 St,Designated Zone - Playground;,4196,30,"MULTILINESTRING ((-113.49602998225579 53.60809460759443, -113.49651496486054 53.60810338021723, -113.49733584089329 53.608103325371715, -113.49820555660784 53.60810333758831, -113.49978615184375 53.60810388969567))"
NB Hemingway Rd Btwn Hardy Pt - S of Hodgins Rd,Designated Zone - Playground;,4210,30,"MULTILINESTRING ((-113.680327647438 53.48878372182763, -113.6804686970548 53.48884604778873, -113.68057334702468 53.48890486701177, -113.68072676360184 53.489011058681484, -113.68095243465241 53.48918568655864, -113.68116588146623 53.48938548811221, -113.68132251418778 53.48956456968819, -113.68143572624018 53.48970069263632, -113.68157014314681 53.48993100962247, -113.68168406897037 53.49016703731575, -113.6817680268347 53.49036355261115, -113.68185758780818 53.490603941766295, -113.68193077175566 53.49083456617885, -113.68241868884024 53.492441656806, -113.68267634049855 53.49329617078568, -113.68277471232842 53.493624067752314))"
SB Edwards Dr btwn 83 St SW - 6 Ave SW,Designated Zone - Playground;,4300,30,"MULTILINESTRING ((-113.4594206609377 53.42874394259196, -113.45897863272378 53.4283383594291, -113.45878701589393 53.428178455409586, -113.45860208973302 53.4280073109097))"
SB Windermere Rd Btwn Whitelaw Ln-Windermere Blvd,Designated Zone - Playground;,4180,30,"MULTILINESTRING ((-113.61486078947289 53.442309173445146, -113.6155625894671 53.441991870329105, -113.61611496835425 53.44172347615513, -113.6165257279473 53.44149051369548, -113.61690144212686 53.44124876134234, -113.61746535880661 53.44083354670551, -113.61788083052878 53.44045672773714, -113.61814934204796 53.44013640339239, -113.61842490308841 53.43977243467889, -113.61852171332735 53.4396473353132, -113.618594684301 53.43953584023401, -113.6187408392143 53.43929262914143))"
Whitemud Dr. at Rainbow Valley Bridge,Higher Frequency of Speeding; Higher Frequency of Collisions;,301,80,"MULTILINESTRING ((-113.54904735073778 53.482764050389534, -113.55144182494853 53.48264499945789, -113.55280480424564 53.48262466385622, -113.55375518042308 53.482614789068585, -113.5568722380975 53.48259917678147, -113.56063811008416 53.482570518271224))"
NB 149 St. Between 80 - 84 Ave,Higher Frequency of Speeding; Higher Frequency of Collisions;,2781,60,"MULTILINESTRING ((-113.57794985687241 53.51473529303345, -113.57793165708286 53.51490077470536, -113.57790217549562 53.515163187413414, -113.57789996425797 53.51538569060928, -113.5778977420792 53.516919703595526))"
SB 145 St btwn 89A - 88 Ave,Designated Zone - Playground;,4080,30,"MULTILINESTRING ((-113.57028168984884 53.522157764081726, -113.5702769363755 53.520803237143475, -113.57027375729068 53.52035166036112))"
WB 106 Ave between 65 - 67 St,Higher Frequency of Speeding;,2737,50,"MULTILINESTRING ((-113.43124098870376 53.54929641883315, -113.4312813502611 53.54933407531922, -113.43275832306873 53.54933666550395))"
66 St SB north of 167 Ave,Higher Frequency of Speeding;,7038,60,"MULTILINESTRING ((-113.44281495471279 53.631837516261655, -113.4428895759488 53.62883305019477, -113.44284218518202 53.62864221160615))"
WB 144 Ave Btwn 57 - 62 St,Designated Zone - Playground;,4231,30,"MULTILINESTRING ((-113.42930131015724 53.60696045883505, -113.4297118158893 53.60696096535589, -113.42997219081599 53.60695452373132, -113.43021916455555 53.606935783375214, -113.43042220447667 53.60691088832376, -113.43062989421665 53.606876151179065, -113.43088675314478 53.606819317432574, -113.43109722156186 53.606760228202766, -113.43132101476466 53.606683440303385, -113.43155454262016 53.60658545365531, -113.4317185439985 53.60650361035971, -113.43259696137929 53.60603231668803, -113.43391204591612 53.60532670850718, -113.43402792457621 53.60526788823871, -113.43414984433369 53.60521261262227, -113.43431164485595 53.60514838669342, -113.43445745421366 53.60509838700886, -113.43467160169793 53.60503691323799, -113.43488149363799 53.60498904617532, -113.43510786406453 53.604949895616116, -113.43532842914492 53.604923333504416, -113.43555383628689 53.604907419704276, -113.4357737555582 53.60490252153558, -113.43589545744095 53.60490268909267, -113.4373231741918 53.60490426947209))"
